metabolite,sample_id,flux,description
fe3_m,s20011_0038,7.952798860344501e-05,Fe3+
fol_m,s20011_0038,0.00048747424209018893,Folate
pnto_R_m,s20011_0038,0.0001590559772033373,(R)-Pantothenate
pydam_m,s20011_0038,0.0008457500385130101,Pyridoxamine
k_m,s20011_0038,0.0009252780271265537,potassium
cl_m,s20011_0038,0.0009252780271265537,Chloride
mn2_m,s20011_0038,0.0009252780271218342,Mn2+
ca2_m,s20011_0038,0.0009252780271253869,calcium(2+)
cobalt2_m,s20011_0038,0.0009252780271129024,Co2+
zn2_m,s20011_0038,0.0009252780271139928,Zinc
cu2_m,s20011_0038,0.0009252780271139928,Cu2+
mg2_m,s20011_0038,0.0009252780271139928,magnesium
met_L_m,s20011_0038,1e-06,L-methionine
pro_L_m,s20011_0038,1e-06,L-proline
glu_L_m,s20011_0038,1e-06,L-glutamate(1-)
val_L_m,s20011_0038,1e-06,L-valine
leu_L_m,s20011_0038,1e-06,L-leucine
ile_L_m,s20011_0038,1e-06,L-isoleucine
trp_L_m,s20011_0038,0.0074619432230093275,L-tryptophan
adn_m,s20011_0038,1e-06,Adenosine
dad_2_m,s20011_0038,1e-06,2-deoxyadenosine
nmn_m,s20011_0038,1e-06,NMN
gam_m,s20011_0038,1e-06,D-Glucosamine
26dap_M_m,s20011_0038,0.05240151326868071,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0038,0.1,N-acetylneuraminate
orn_m,s20011_0038,0.1,Ornithine
amp_m,s20011_0038,0.1,AMP
cgly_m,s20011_0038,0.1,L-cysteinylglycine
acgam_m,s20011_0038,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0038,0.0333833435469561,N-acetyl-D-mannosamine
dcyt_m,s20011_0038,1e-06,Deoxycytidine
metsox_S_L_m,s20011_0038,1e-06,L-Methionine Sulfoxide
cytd_m,s20011_0038,0.037301073769821995,Cytidine
glyc3p_m,s20011_0038,0.051424210049042074,Glycerol 3-phosphate
tyr_L_m,s20011_0038,0.025627039961285753,L-tyrosine
ser_L_m,s20011_0040,1e-06,L-serine
csn_m,s20011_0040,1e-06,cytosine
dgsn_m,s20011_0040,1e-06,Deoxyguanosine
phe_L_m,s20011_0040,0.03448525791499056,L-phenylalanine
pi_m,s20011_0040,1e-06,hydrogenphosphate
strch1_m,s20011_0040,0.002364592750989658,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0040,1e-06,Guanine
ala_L_m,s20011_0040,1e-06,L-alanine
cys_L_m,s20011_0040,1e-06,L-cysteine
no2_m,s20011_0040,1e-06,Nitrite
ade_m,s20011_0040,1e-06,Adenine
ncam_m,s20011_0040,1e-06,Nicotinamide
asn_L_m,s20011_0040,0.0225,L-asparagine
gln_L_m,s20011_0040,0.018,L-glutamine
arg_L_m,s20011_0040,0.015,L-argininium(1+)
his_L_m,s20011_0040,0.015,L-histidine
gsn_m,s20011_0040,1e-06,Guanosine
ala_D_m,s20011_0040,1e-06,D-alanine
lys_L_m,s20011_0040,0.015,L-lysinium(1+)
asp_L_m,s20011_0040,1e-06,L-aspartate(1-)
thr_L_m,s20011_0040,1e-06,L-threonine
gly_m,s20011_0040,1e-06,Glycine
indole_m,s20011_0040,1e-06,Indole
pydxn_m,s20011_0040,0.00018221517957245963,Pyridoxine
hxan_m,s20011_0040,1e-06,Hypoxanthine
so4_m,s20011_0040,0.0014643875621014265,sulfate
ocdcea_m,s20011_0040,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0040,1e-06,Menaquinone 7
mqn8_m,s20011_0040,1e-06,Menaquinone 8
gthox_m,s20011_0040,1e-06,Oxidized glutathione
12dgr180_m,s20011_0040,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0040,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0040,4.7e-05,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0040,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0040,3.34e-05,pectins
xylan_m,s20011_0040,3.21e-05,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0040,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0040,2.19e-05,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0040,1.57e-05,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0040,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0040,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0040,1.18e-05,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0040,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0040,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0040,1e-06,4-Aminobenzoate
gthrd_m,s20011_0040,1e-06,Reduced glutathione
cellul_m,s20011_0040,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0040,1.18e-05,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0040,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0040,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0040,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0040,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0040,0.000470195,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0040,0.000306649,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0040,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0040,1e-06,Ubiquinone-8
pydx_m,s20011_0040,0.0012821723825191037,Pyridoxal
ptrc_m,s20011_0040,0.0007743868764934438,Putrescine
spmd_m,s20011_0040,0.0008498873825857345,Spermidine
thm_m,s20011_0040,0.0008498873825055342,Thiamin
pheme_m,s20011_0040,1e-06,Protoheme
sheme_m,s20011_0040,1e-06,Siroheme
fe2_m,s20011_0040,0.0016466027416548457,Fe2+
fe3_m,s20011_0040,0.0012821723825204856,Fe3+
fol_m,s20011_0040,0.0025496621477220896,Folate
pnto_R_m,s20011_0040,0.0029287751240509863,(R)-Pantothenate
pydam_m,s20011_0040,1e-06,Pyridoxamine
k_m,s20011_0040,0.0014643875620915633,potassium
cl_m,s20011_0040,0.0014643875620915633,Chloride
mn2_m,s20011_0040,0.0014643875620805602,Mn2+
ca2_m,s20011_0040,0.0014643875620876656,calcium(2+)
cobalt2_m,s20011_0040,0.0014643875620915633,Co2+
zn2_m,s20011_0040,0.0014643875620915633,Zinc
cu2_m,s20011_0040,0.0014643875620915633,Cu2+
mg2_m,s20011_0040,0.0014643875620915633,magnesium
met_L_m,s20011_0040,1e-06,L-methionine
pro_L_m,s20011_0040,1e-06,L-proline
glu_L_m,s20011_0040,1e-06,L-glutamate(1-)
val_L_m,s20011_0040,1e-06,L-valine
leu_L_m,s20011_0040,0.015,L-leucine
ile_L_m,s20011_0040,0.015,L-isoleucine
trp_L_m,s20011_0040,0.008182,L-tryptophan
adn_m,s20011_0040,1e-06,Adenosine
dad_2_m,s20011_0040,0.1,2-deoxyadenosine
nmn_m,s20011_0040,0.1,NMN
gam_m,s20011_0040,0.023824593496246705,D-Glucosamine
26dap_M_m,s20011_0040,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0040,0.1,N-acetylneuraminate
orn_m,s20011_0040,0.06749125083070207,Ornithine
amp_m,s20011_0040,0.1,AMP
cgly_m,s20011_0040,0.1,L-cysteinylglycine
acgam_m,s20011_0040,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0040,1e-06,N-acetyl-D-mannosamine
dcyt_m,s20011_0040,0.034377363053673414,Deoxycytidine
metsox_S_L_m,s20011_0040,1e-06,L-Methionine Sulfoxide
cytd_m,s20011_0040,1e-06,Cytidine
glyc3p_m,s20011_0040,0.028310613223894165,Glycerol 3-phosphate
tyr_L_m,s20011_0040,0.023774231824365437,L-tyrosine
ser_L_m,s20011_0002,1e-06,L-serine
csn_m,s20011_0002,1e-06,cytosine
dgsn_m,s20011_0002,0.039197761621977634,Deoxyguanosine
phe_L_m,s20011_0002,0.03252905918720372,L-phenylalanine
pi_m,s20011_0002,0.00026960095205730283,hydrogenphosphate
strch1_m,s20011_0002,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0002,1e-06,Guanine
ala_L_m,s20011_0002,1e-06,L-alanine
cys_L_m,s20011_0002,1e-06,L-cysteine
no2_m,s20011_0002,1e-06,Nitrite
ade_m,s20011_0002,1e-06,Adenine
ncam_m,s20011_0002,1e-06,Nicotinamide
asn_L_m,s20011_0002,0.0225,L-asparagine
gln_L_m,s20011_0002,0.018,L-glutamine
arg_L_m,s20011_0002,0.015,L-argininium(1+)
his_L_m,s20011_0002,0.015,L-histidine
gsn_m,s20011_0002,1e-06,Guanosine
ala_D_m,s20011_0002,1e-06,D-alanine
lys_L_m,s20011_0002,1e-06,L-lysinium(1+)
asp_L_m,s20011_0002,1e-06,L-aspartate(1-)
thr_L_m,s20011_0002,1e-06,L-threonine
gly_m,s20011_0002,1e-06,Glycine
indole_m,s20011_0002,0.0017553045352128093,Indole
pydxn_m,s20011_0002,1e-06,Pyridoxine
hxan_m,s20011_0002,1e-06,Hypoxanthine
so4_m,s20011_0002,1e-06,sulfate
ocdcea_m,s20011_0002,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0002,1e-06,Menaquinone 7
mqn8_m,s20011_0002,1e-06,Menaquinone 8
gthox_m,s20011_0002,1e-06,Oxidized glutathione
12dgr180_m,s20011_0002,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0002,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0002,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0002,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0002,1e-06,pectins
xylan_m,s20011_0002,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0002,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0002,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0002,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0002,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0002,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0002,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0002,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0002,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0002,1e-06,4-Aminobenzoate
gthrd_m,s20011_0002,1e-06,Reduced glutathione
cellul_m,s20011_0002,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0002,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0002,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0002,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0002,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0002,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0002,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0002,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0002,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0002,1e-06,Ubiquinone-8
pydx_m,s20011_0002,1.2748035854341611e-05,Pyridoxal
ptrc_m,s20011_0002,0.00016699180602249594,Putrescine
spmd_m,s20011_0002,0.00016699180601165153,Spermidine
thm_m,s20011_0002,0.00016699180600738485,Thiamin
pheme_m,s20011_0002,0.00016699180601431607,Protoheme
sheme_m,s20011_0002,0.00016699180601165153,Siroheme
fe2_m,s20011_0002,1.2748035857157447e-05,Fe2+
fe3_m,s20011_0002,0.0024264465041028416,Fe3+
fol_m,s20011_0002,0.000500975418034987,Folate
pnto_R_m,s20011_0002,2.549607170454493e-05,(R)-Pantothenate
pydam_m,s20011_0002,0.0012068492341220168,Pyridoxamine
k_m,s20011_0002,0.0012195972699779202,potassium
cl_m,s20011_0002,0.0012195972699763583,Chloride
mn2_m,s20011_0002,0.0012195972699799995,Mn2+
ca2_m,s20011_0002,0.0012195972699771838,calcium(2+)
cobalt2_m,s20011_0002,0.0012195972699763583,Co2+
zn2_m,s20011_0002,0.0012195972699763583,Zinc
cu2_m,s20011_0002,0.0012195972699763583,Cu2+
mg2_m,s20011_0002,0.0012195972699763583,magnesium
met_L_m,s20011_0002,1e-06,L-methionine
pro_L_m,s20011_0002,1e-06,L-proline
glu_L_m,s20011_0002,1e-06,L-glutamate(1-)
val_L_m,s20011_0002,1e-06,L-valine
leu_L_m,s20011_0002,0.015,L-leucine
ile_L_m,s20011_0002,1e-06,L-isoleucine
trp_L_m,s20011_0002,0.008182,L-tryptophan
adn_m,s20011_0002,1e-06,Adenosine
dad_2_m,s20011_0002,1e-06,2-deoxyadenosine
nmn_m,s20011_0002,0.1,NMN
gam_m,s20011_0002,1e-06,D-Glucosamine
26dap_M_m,s20011_0002,0.07004140708441102,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0002,0.1,N-acetylneuraminate
orn_m,s20011_0002,0.1,Ornithine
amp_m,s20011_0002,0.1,AMP
cgly_m,s20011_0002,0.1,L-cysteinylglycine
acgam_m,s20011_0002,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0002,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0002,1e-06,Deoxycytidine
metsox_S_L_m,s20011_0002,0.1,L-Methionine Sulfoxide
cytd_m,s20011_0002,0.05128543855097605,Cytidine
glyc3p_m,s20011_0002,1e-06,Glycerol 3-phosphate
tyr_L_m,s20011_0002,0.00017797693016417777,L-tyrosine
ser_L_m,s20011_0022,1e-06,L-serine
csn_m,s20011_0022,1e-06,cytosine
dgsn_m,s20011_0022,1e-06,Deoxyguanosine
phe_L_m,s20011_0022,1e-06,L-phenylalanine
pi_m,s20011_0022,1e-06,hydrogenphosphate
strch1_m,s20011_0022,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0022,1e-06,Guanine
ala_L_m,s20011_0022,1e-06,L-alanine
cys_L_m,s20011_0022,1e-06,L-cysteine
no2_m,s20011_0022,1e-06,Nitrite
ade_m,s20011_0022,1e-06,Adenine
ncam_m,s20011_0022,1e-06,Nicotinamide
asn_L_m,s20011_0022,0.0225,L-asparagine
gln_L_m,s20011_0022,0.018,L-glutamine
arg_L_m,s20011_0022,0.015,L-argininium(1+)
his_L_m,s20011_0022,0.015,L-histidine
gsn_m,s20011_0022,1e-06,Guanosine
ala_D_m,s20011_0022,1e-06,D-alanine
lys_L_m,s20011_0022,0.015,L-lysinium(1+)
asp_L_m,s20011_0022,1e-06,L-aspartate(1-)
thr_L_m,s20011_0022,1e-06,L-threonine
gly_m,s20011_0022,1e-06,Glycine
indole_m,s20011_0022,0.0035210261188842696,Indole
pydxn_m,s20011_0022,1e-06,Pyridoxine
hxan_m,s20011_0022,1e-06,Hypoxanthine
so4_m,s20011_0022,1e-06,sulfate
ocdcea_m,s20011_0022,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0022,3.0866178860833315e-05,Menaquinone 7
mqn8_m,s20011_0022,1e-06,Menaquinone 8
gthox_m,s20011_0022,1e-06,Oxidized glutathione
12dgr180_m,s20011_0022,3.1403980496058637e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0022,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0022,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0022,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0022,1e-06,pectins
xylan_m,s20011_0022,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0022,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0022,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0022,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0022,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0022,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0022,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0022,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0022,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0022,1e-06,4-Aminobenzoate
gthrd_m,s20011_0022,1e-06,Reduced glutathione
cellul_m,s20011_0022,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0022,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0022,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0022,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0022,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0022,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0022,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
arabinoxyl_m,s20011_0022,1e-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
lmn30_m,s20011_0022,1e-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
q8_m,s20011_0022,1e-06,Ubiquinone-8
pydx_m,s20011_0022,0.0006845799178880394,Pyridoxal
ptrc_m,s20011_0022,0.0005153325240278178,Putrescine
spmd_m,s20011_0022,0.0005153325240243589,Spermidine
thm_m,s20011_0022,0.0005153325240295578,Thiamin
pheme_m,s20011_0022,0.0001689682193699582,Protoheme
sheme_m,s20011_0022,0.00015353512993243612,Siroheme
fe2_m,s20011_0022,0.0011210422864023073,Fe2+
fe3_m,s20011_0022,0.001963503881519557,Fe3+
fol_m,s20011_0022,0.0015356435695817934,Folate
pnto_R_m,s20011_0022,0.0018274821446340184,(R)-Pantothenate
pydam_m,s20011_0022,0.0006165656231675821,Pyridoxamine
k_m,s20011_0022,0.0015405474168901357,potassium
cl_m,s20011_0022,0.0015405474168874245,Chloride
mn2_m,s20011_0022,0.0015405474168730393,Mn2+
ca2_m,s20011_0022,0.0015405474168694866,calcium(2+)
cobalt2_m,s20011_0022,0.0015405474168818604,Co2+
zn2_m,s20011_0022,0.0015405474168855792,Zinc
cu2_m,s20011_0022,0.0015405474168855727,Cu2+
mg2_m,s20011_0022,0.0015405474168855725,magnesium
met_L_m,s20011_0022,1e-06,L-methionine
pro_L_m,s20011_0022,1e-06,L-proline
glu_L_m,s20011_0022,1e-06,L-glutamate(1-)
val_L_m,s20011_0022,1e-06,L-valine
leu_L_m,s20011_0022,0.015,L-leucine
ile_L_m,s20011_0022,0.015,L-isoleucine
trp_L_m,s20011_0022,0.008182,L-tryptophan
adn_m,s20011_0022,1e-06,Adenosine
dad_2_m,s20011_0022,0.08580481214571734,2-deoxyadenosine
nmn_m,s20011_0022,0.1,NMN
gam_m,s20011_0022,0.1,D-Glucosamine
26dap_M_m,s20011_0022,0.1,"meso-2,6-Diaminoheptanedioate"
acnam_m,s20011_0022,0.1,N-acetylneuraminate
orn_m,s20011_0022,0.1,Ornithine
amp_m,s20011_0022,0.1,AMP
cgly_m,s20011_0022,0.1,L-cysteinylglycine
acgam_m,s20011_0022,0.1,N-acetyl-D-glucosamine
acmana_m,s20011_0022,0.1,N-acetyl-D-mannosamine
dcyt_m,s20011_0022,0.04959763348428581,Deoxycytidine
metsox_S_L_m,s20011_0022,0.007582537437134107,L-Methionine Sulfoxide
cytd_m,s20011_0022,1e-06,Cytidine
glyc3p_m,s20011_0022,0.040859395827549605,Glycerol 3-phosphate
tyr_L_m,s20011_0022,0.053542061818486884,L-tyrosine
ser_L_m,s20011_0007,1e-06,L-serine
csn_m,s20011_0007,1e-06,cytosine
dgsn_m,s20011_0007,0.04519772699149627,Deoxyguanosine
phe_L_m,s20011_0007,1e-06,L-phenylalanine
pi_m,s20011_0007,1e-06,hydrogenphosphate
strch1_m,s20011_0007,1e-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
gua_m,s20011_0007,1e-06,Guanine
ala_L_m,s20011_0007,1e-06,L-alanine
cys_L_m,s20011_0007,1e-06,L-cysteine
no2_m,s20011_0007,1e-06,Nitrite
ade_m,s20011_0007,1e-06,Adenine
ncam_m,s20011_0007,1e-06,Nicotinamide
asn_L_m,s20011_0007,0.0225,L-asparagine
gln_L_m,s20011_0007,0.018,L-glutamine
arg_L_m,s20011_0007,0.015,L-argininium(1+)
his_L_m,s20011_0007,0.015,L-histidine
gsn_m,s20011_0007,1e-06,Guanosine
ala_D_m,s20011_0007,1e-06,D-alanine
lys_L_m,s20011_0007,1e-06,L-lysinium(1+)
asp_L_m,s20011_0007,1e-06,L-aspartate(1-)
thr_L_m,s20011_0007,1e-06,L-threonine
gly_m,s20011_0007,1e-06,Glycine
indole_m,s20011_0007,0.0028778242266632803,Indole
pydxn_m,s20011_0007,1e-06,Pyridoxine
hxan_m,s20011_0007,1e-06,Hypoxanthine
so4_m,s20011_0007,1e-06,sulfate
ocdcea_m,s20011_0007,1e-06,octadecenoate (n-C18:1)
mqn7_m,s20011_0007,3.971285181592066e-05,Menaquinone 7
mqn8_m,s20011_0007,1e-06,Menaquinone 8
gthox_m,s20011_0007,1e-06,Oxidized glutathione
12dgr180_m,s20011_0007,1.99063770978114e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
lichn_m,s20011_0007,1e-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
amylose300_m,s20011_0007,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,s20011_0007,1e-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
pect_m,s20011_0007,1e-06,pectins
xylan_m,s20011_0007,1e-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
2dmmq8_m,s20011_0007,1e-06,2-Demethylmenaquinone 8
arabinogal_m,s20011_0007,1e-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
amylopect900_m,s20011_0007,1e-06,"Amylopectin, 900 repeat units"
levan1000_m,s20011_0007,1e-06,"Levan, 1000 fructose units"
rhamnogalurI_m,s20011_0007,1e-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
pullulan1200_m,s20011_0007,1e-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
galmannan_m,s20011_0007,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,s20011_0007,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
4abz_m,s20011_0007,1e-06,4-Aminobenzoate
gthrd_m,s20011_0007,1e-06,Reduced glutathione
cellul_m,s20011_0007,1e-06,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"
starch1200_m,s20011_0007,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
rhamnogalurII_m,s20011_0007,1e-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,s20011_0007,1e-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,s20011_0007,1e-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,s20011_0007,1e-06,"Dextran 40, 1,6-alpha-D-Glucan"
inulin_m,s20011_0007,1e-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
